,HeLA_median,iPSC_median,Organoid_median,MEAN,SD
FLAD1,101.0,116.0,143.0,120.0,21.283796653792763
FLII,75.0,106.0,82.0,87.66666666666667,16.258331197676263
FLNA,131.0,,,131.0,
FLNB,116.0,110.5,135.5,120.66666666666667,13.13709759929237
FLOT1,103.5,,,103.5,
FLOT2,89.0,110.0,104.0,101.0,10.816653826391969
FLRT2,,,158.5,158.5,
FLRT3,,,82.0,82.0,
FLT1,,82.0,,82.0,
FLVCR1,,197.0,291.0,244.0,66.46803743153546
FLYWCH2,118.0,,,118.0,
FMNL2,,,232.5,232.5,
FMO1,,,84.0,84.0,
FMOD,,,95.0,95.0,
FMR1,,,164.0,164.0,
FN1,,137.5,128.5,133.0,6.363961030678928
FN3KRP,91.0,,,91.0,
FNBP1L,,148.0,174.0,161.0,18.384776310850235
FNBP4,,,227.0,227.0,
FNDC3A,,,137.0,137.0,
FNDC3B,,,180.0,180.0,
FNDC5,,,192.5,192.5,
FNTA,,,60.0,60.0,
FOCAD,,125.0,128.5,126.75,2.4748737341529163
FOLR1,91.0,,,91.0,
FOPNL,71.0,105.0,124.0,100.0,26.851443164195103
FOS,69.0,,,69.0,
FOSL2,147.0,,,147.0,
FOXD3-AS1,,106.0,,106.0,
FOXH1,,174.5,,174.5,
FOXJ3,,,218.0,218.0,
FOXK2,100.0,,203.0,151.5,72.8319984622144
FOXM1,89.0,108.0,,98.5,13.435028842544403
FOXN3,,110.0,150.0,130.0,28.284271247461902
FOXO3,,,141.0,141.0,
FOXP1,,,169.0,169.0,
FOXRED1,93.0,120.0,155.5,122.83333333333333,31.34618530751921
FPGS,121.0,,,121.0,
FRA10AC1,,,216.0,216.0,
FRAS1,,136.0,193.5,164.75,40.658639918226484
FRAT2,111.0,,,111.0,
FREM1,,,242.0,242.0,
FREM2,,113.0,139.0,126.0,18.384776310850235
FRG1,86.0,100.0,84.0,90.0,8.717797887081348
FRMD4A,,,179.0,179.0,
FRMD4B,,,153.0,153.0,
FRYL,,,213.0,213.0,
FRZB,,,125.5,125.5,
FSCN1,149.0,,,149.0,
FSD1,,,125.0,125.0,
FSTL1,,121.0,117.5,119.25,2.4748737341529163
FSTL3,129.0,,,129.0,
FTH1,85.0,102.0,105.0,97.33333333333333,10.785793124908958
FTH1P7,84.0,,,84.0,
FTL,71.0,100.0,90.0,87.0,14.730919862656235
FTLP3,,,82.0,82.0,
FTO,,,133.0,133.0,
FTSJ1,81.0,153.5,193.0,142.5,56.8044892592126
FTSJ2,92.0,108.0,125.0,108.33333333333333,16.502525059315417
FTSJ3,98.5,158.0,201.0,152.5,51.47086554547145
FUBP1,100.0,139.0,226.0,155.0,64.50581369148055
FUCA1,83.0,,,83.0,
FUCA2,79.0,140.0,138.0,119.0,34.655446902326915
FUNDC1,119.0,80.5,171.0,123.5,45.417507637473896
FUNDC2,89.0,95.5,99.0,94.5,5.07444578254611
FUOM,97.0,,,97.0,
FUT10,,,145.0,145.0,
FUT8,,,131.0,131.0,
FXN,90.0,,,90.0,
FXR1,85.5,79.0,88.0,84.16666666666667,4.645786621588784
FXYD3,89.5,,,89.5,
FXYD5,99.0,131.5,124.0,118.16666666666667,17.017148213885115
FXYD6,,,154.5,154.5,
FYN,,,110.0,110.0,
FYTTD1,,,93.0,93.0,
FZD10-AS1,88.0,,,88.0,
FZD3,101.5,111.0,107.0,106.5,4.769696007084728
FZD7,,104.0,92.0,98.0,8.48528137423857
G0S2,,,181.5,181.5,
G3BP1,113.0,132.0,114.0,119.66666666666667,10.692676621563628
G3BP2,157.0,95.5,149.0,133.83333333333334,33.43775311430679
G6PC3,85.0,108.0,,96.5,16.263455967290593
GAA,107.0,,,107.0,
GAB1,,,118.0,118.0,
GABARAPL1,100.0,90.0,128.0,106.0,19.697715603592208
GABARAPL2,87.0,110.0,125.0,107.33333333333333,19.139836293274122
GABPA,,,158.0,158.0,
GABPB1,80.5,,168.0,124.25,61.87184335382291
GABPB1-AS1,153.0,,284.0,218.5,92.63098833543772
GABRA5,,93.0,,93.0,
GABRB3,,106.0,,106.0,
GABRP,,90.0,,90.0,
GADD45GIP1,78.0,143.5,,110.75,46.31549416771886
GAL,83.0,,,83.0,
GALC,,,171.5,171.5,
GALE,90.0,119.0,107.0,105.33333333333333,14.571661996262929
GALK1,64.0,,,64.0,
GALK2,89.0,,113.5,101.25,17.324116139070416
GALM,68.0,111.0,91.0,90.0,21.517434791350013
GALNS,130.5,,,130.5,
GALNT1,,56.5,120.0,88.25,44.90128060534577
GALNT10,,,139.5,139.5,
GALNT11,,121.0,215.0,168.0,66.46803743153546
GALNT2,111.0,,,111.0,
GALNT3,,137.0,,137.0,
GALNT7,,143.0,149.0,146.0,4.242640687119285
GAMT,74.0,,104.0,89.0,21.213203435596427
GANAB,76.0,,,76.0,
GANC,109.0,,,109.0,
GAP43,,,103.5,103.5,
GAPDH,60.0,86.0,69.0,71.66666666666667,13.203534880225574
GAPDHP1,47.0,,,47.0,
GAPVD1,,,138.5,138.5,
GARS,93.0,111.0,126.0,110.0,16.522711641858304
GART,106.0,143.0,167.5,138.83333333333334,30.960996969305324
GAS1,,,139.0,139.0,
GAS5,96.0,156.0,144.0,132.0,31.74901573277509
GAS8,104.0,,,104.0,
GATA2,145.0,,,145.0,
GATA6,,,174.0,174.0,
GATB,63.5,128.0,,95.75,45.608387386532314
GATM,,,134.0,134.0,
GBA,100.0,,,100.0,
GBA2,,97.0,204.0,150.5,75.66042558696059
GBAS,63.0,101.0,108.0,90.66666666666667,24.214320831552005
GBE1,84.0,,,84.0,
GBP2,107.0,,,107.0,
GCA,,138.0,193.5,165.75,39.244426355853385
GCAT,96.5,,,96.5,
GCC2,,,143.0,143.0,
GCDH,70.0,95.0,,82.5,17.67766952966369
GCFC2,81.5,,208.0,144.75,89.44900782009826
GCHFR,90.0,,,90.0,
GCN1,103.5,90.0,148.0,113.83333333333333,30.349354743278045
GCNT1,,110.0,133.0,121.5,16.263455967290593
GCNT2,,128.5,,128.5,
GCSHP5,54.0,75.0,99.0,76.0,22.516660498395403
GDA,92.5,,,92.5,
GDE1,97.0,,63.5,80.25,23.68807716974934
GDF15,125.0,,,125.0,
GDF3,,109.0,,109.0,
GDI2,76.0,95.0,103.0,91.33333333333333,13.868429375143148
GDPD2,,76.0,,76.0,
GDPD3,68.5,,,68.5,
GEMIN2,82.0,134.0,168.5,128.16666666666666,43.54403901033221
GEMIN4,92.5,,,92.5,
GEMIN6,79.0,98.0,,88.5,13.435028842544403
GEMIN7,111.5,127.0,94.0,110.83333333333333,16.510097920161872
GEMIN8,88.0,92.0,,90.0,2.8284271247461903
GEN1,,,245.0,245.0,
GFM1,83.0,,198.0,140.5,81.31727983645297
GFM2,54.0,98.0,101.0,84.33333333333333,26.312227829154512
GFOD2,91.0,,104.5,97.75,9.545941546018392
GFPT1,130.5,119.0,172.0,140.5,27.879203718901298
GFPT2,87.0,134.0,,110.5,33.23401871576773
GFRA1,,,132.0,132.0,
GGA1,100.5,,,100.5,
GGA2,119.0,195.5,182.0,165.5,40.8319727664486
GGCX,118.0,,,118.0,
GGH,54.0,,119.0,86.5,45.96194077712559
GGNBP2,91.0,,164.5,127.75,51.97234841721124
GGPS1,107.0,106.0,105.5,106.16666666666667,0.7637626158259733
GHITM,70.0,89.5,115.0,91.5,22.566568192793515
GID8,108.0,92.0,163.5,121.16666666666667,37.52443648255538
GINM1,47.5,,93.0,70.25,32.17335854398791
GINS1,117.5,150.5,,134.0,23.33452377915607
GINS2,95.0,107.0,105.0,102.33333333333333,6.429100507328637
GINS3,106.0,,,106.0,
GIPC1,91.5,,,91.5,
GIT1,112.0,,,112.0,
GJA1,,118.0,129.5,123.75,8.131727983645296
GLA,77.0,104.0,119.0,100.0,21.283796653792763
GLB1,100.0,114.0,114.0,109.33333333333333,8.082903768654761
GLDC,,144.0,,144.0,
GLE1,68.0,,,68.0,
GLG1,91.0,127.0,126.0,114.66666666666667,20.502032419575706
GLI3,,,137.0,137.0,
GLMN,,109.5,77.0,93.25,22.980970388562795
GLMP,96.0,127.0,102.5,108.5,16.347782724271816
GLO1,65.0,72.5,88.0,75.16666666666667,11.729592206608606
GLOD4,84.0,121.0,137.0,114.0,27.184554438136374
GLP2R,85.0,,,85.0,
GLRX,77.0,,124.5,100.75,33.58757210636101
GLRX3,58.5,83.0,131.0,90.83333333333333,36.879307657998865
GLRX5,86.0,,89.0,87.5,2.1213203435596424
GLS,,,251.0,251.0,
GLT8D1,103.0,147.0,147.0,132.33333333333334,25.403411844343534
GLT8D2,104.0,,120.0,112.0,11.313708498984761
GLTP,92.0,,136.0,114.0,31.11269837220809
GLUD1,103.0,80.5,103.0,95.5,12.99038105676658
GLUL,80.0,104.5,121.0,101.83333333333333,20.62967118820204
GLYCTK,,,125.0,125.0,
GM2A,,109.5,142.0,125.75,22.980970388562795
GMDS,72.5,,,72.5,
GMFB,,122.0,98.0,110.0,16.97056274847714
GMNN,68.0,104.5,106.0,92.83333333333333,21.51937111844427
GMPPA,80.0,,140.0,110.0,42.42640687119285
GMPPB,152.0,,,152.0,
GMPR2,72.0,89.0,111.5,90.83333333333333,19.81371578814366
GMPS,68.0,92.0,114.0,91.33333333333333,23.00724523564986
GNA13,,,111.5,111.5,
GNAI1,,,175.0,175.0,
GNAI2,80.5,,116.0,98.25,25.102290732122437
GNAI3,93.0,120.0,111.5,108.16666666666667,13.805192259919211
GNAQ,,,182.5,182.5,
GNAS,78.0,107.0,112.0,99.0,18.35755975068582
GNB1,80.5,93.0,146.0,106.5,34.77427209878016
GNB2L1,73.0,96.0,76.0,81.66666666666667,12.503332889007368
GNB3,,,308.0,308.0,
GNB4,,,108.5,108.5,
GNB5,83.0,127.0,,105.0,31.11269837220809
GNG11,76.0,,91.5,83.75,10.960155108391486
GNG12,,,125.0,125.0,
GNG2,,,116.0,116.0,
GNG3,,,131.0,131.0,
GNG4,,81.0,61.0,71.0,14.142135623730951
GNG5,97.0,95.0,107.5,99.83333333333333,6.7144123594945615
GNL1,76.0,,118.0,97.0,29.698484809834994
GNL2,58.0,97.5,96.5,84.0,22.522211259110417
GNL3,70.5,117.0,142.5,110.0,36.50684867254362
GNPAT,91.0,97.0,116.0,101.33333333333333,13.051181300301263
GNPDA1,101.0,106.0,,103.5,3.5355339059327378
GNPNAT1,86.5,,,86.5,
GNPTAB,,103.0,,103.0,
GNPTG,90.0,130.0,112.0,110.66666666666667,20.033305601755625
GNRH2,,,133.5,133.5,
GNS,104.5,,149.0,126.75,31.466251762801363
GOLGA4,,,128.0,128.0,
GOLGA6L9,,,244.0,244.0,
GOLGA7,57.0,84.0,88.0,76.33333333333333,16.862186493255653
GOLGA8A,,,314.0,314.0,
GOLGA8B,,,290.0,290.0,
GOLGB1,,,154.0,154.0,
GOLIM4,,,163.5,163.5,
GOLM1,66.0,128.0,156.0,116.66666666666667,46.057934531775665
GOLPH3,81.5,107.5,175.5,121.5,48.53864439804639
GOLPH3L,,104.5,,104.5,
GOLT1B,105.0,110.0,167.5,127.5,34.73110997362451
GON4L,,,159.0,159.0,
GOPC,,,222.5,222.5,
GORAB,,,94.0,94.0,
GORASP1,90.5,,164.0,127.25,51.97234841721124
GORASP2,86.5,79.5,102.5,89.5,11.789826122551595
GOT1,90.5,98.0,106.0,98.16666666666667,7.75134396948899
GOT2,90.0,102.5,99.5,97.33333333333333,6.525590650150631
GPAA1,82.0,110.5,107.5,100.0,15.660459763365825
GPALPP1,,,100.0,100.0,
GPAM,,,89.5,89.5,
GPANK1,84.0,,,84.0,
GPAT4,77.5,,,77.5,
GPATCH4,,117.0,94.0,105.5,16.263455967290593
GPATCH8,,,165.0,165.0,
GPBP1,,124.0,118.5,121.25,3.8890872965260113
GPBP1L1,,166.0,236.0,201.0,49.49747468305833
GPC3,,162.0,150.0,156.0,8.48528137423857
GPC4,,106.0,,106.0,
GPC6,,,100.0,100.0,
GPCPD1,,,227.0,227.0,
GPD1,,,112.0,112.0,
GPI,96.0,116.0,,106.0,14.142135623730951
GPKOW,84.5,,,84.5,
GPM6A,,,127.0,127.0,
GPM6B,,117.0,144.0,130.5,19.091883092036785
GPN1,110.0,,,110.0,
GPN2,95.0,,,95.0,
GPN3,64.0,141.0,141.5,115.5,44.60100895719737
GPR107,126.0,,153.0,139.5,19.091883092036785
GPR108,80.0,94.0,97.0,90.33333333333333,9.073771725877467
GPR143,,104.5,,104.5,
GPR160,,72.0,,72.0,
GPR161,,,146.0,146.0,
GPR176,,123.0,,123.0,
GPR19,,63.0,,63.0,
GPRC5A,106.0,,,106.0,
GPRC5B,,125.0,,125.0,
GPRC5C,,,160.0,160.0,
GPS1,92.5,,132.0,112.25,27.93071785686863
GPX1,103.0,103.0,110.5,105.5,4.330127018922194
GPX3,,,119.0,119.0,
GPX4,102.0,127.0,125.5,118.16666666666667,14.020817855365404
GPX7,,95.0,,95.0,
GPX8,90.0,,161.5,125.75,50.55813485483815
GRB10,95.5,,152.0,123.75,39.95153313703994
GRB2,103.5,124.0,122.0,116.5,11.302654555457314
GRB7,62.0,,,62.0,
GREB1,,,248.0,248.0,
GRHPR,79.0,89.0,81.0,83.0,5.291502622129181
GRIPAP1,138.0,,,138.0,
GRN,109.5,131.0,103.5,114.66666666666667,14.459714151162649
GRPEL1,101.5,123.0,106.0,110.16666666666667,11.339459128782702
GRPR,,150.5,,150.5,
GRSF1,84.5,93.5,122.0,100.0,19.576771950451892
GRTP1,89.0,92.5,,90.75,2.4748737341529163
GRWD1,108.0,,,108.0,
GS1-124K5.4,91.0,,,91.0,
GS1-358P8.4,,,178.5,178.5,
GSDMB,,,381.0,381.0,
GSE1,,,161.0,161.0,
GSK3B,80.0,,,80.0,
GSKIP,,123.0,132.0,127.5,6.363961030678928
GSN,94.0,,127.5,110.75,23.68807716974934
GSPT1,86.0,120.0,114.5,106.83333333333333,18.250570767330355
GSS,90.0,127.0,106.0,107.66666666666667,18.556220879622373
GSTA1,,,95.0,95.0,
GSTA2,,,106.0,106.0,
GSTA4,80.0,133.5,118.0,110.5,27.527259217001607
GSTK1,82.0,100.5,133.0,105.16666666666667,25.81827518122257
GSTM3,69.0,,120.0,94.5,36.062445840513924
GSTM4,91.0,,117.0,104.0,18.384776310850235
GSTO1,61.0,122.5,100.5,94.66666666666667,31.162210020044046
GSTO2,,120.0,,120.0,
GSTP1,,117.0,104.0,110.5,9.192388155425117
GSTZ1,81.0,102.5,,91.75,15.202795795510772
GTF2A1,,,112.5,112.5,
GTF2A2,82.0,110.0,93.5,95.16666666666667,14.074208089030563
GTF2B,91.0,119.0,117.0,109.0,15.620499351813308
GTF2E2,85.0,,150.0,117.5,45.96194077712559
GTF2F1,83.0,,,83.0,
GTF2F2,,153.5,126.5,140.0,19.091883092036785
GTF2H1,81.0,,,81.0,
GTF2H5,58.0,132.0,137.0,109.0,44.23799272118933
GTF2IRD1,85.0,,,85.0,
GTF3A,72.0,159.0,104.0,111.66666666666667,44.00378771575617
GTF3C2,100.0,135.0,109.5,114.83333333333333,18.09926333675858
GTF3C3,,95.0,159.0,127.0,45.254833995939045
GTF3C5,97.0,121.0,125.0,114.33333333333333,15.14375558880073
GTF3C6,107.0,116.5,121.0,114.83333333333333,7.147260547463855
GTPBP1,,113.0,,113.0,
GTPBP2,105.0,,,105.0,
GTPBP4,74.5,125.5,117.0,105.66666666666667,27.323677156146708
GUCA1A,,86.0,117.0,101.5,21.920310216782973
GUCD1,131.5,,,131.5,
GUF1,,,255.0,255.0,
GUK1,74.0,93.0,104.0,90.33333333333333,15.17673658377628
GULP1,,,197.0,197.0,
GUSB,106.0,102.0,148.0,118.66666666666667,25.482019804821856
GXYLT1,,,165.5,165.5,
GYG1,84.0,95.5,129.0,102.83333333333333,23.37912173999129
GYG2,,94.0,125.5,109.75,22.273863607376246
H1F0,96.0,,,96.0,
H1FX,130.5,,,130.5,
H2AFJ,90.0,,,90.0,
H2AFV,81.0,120.0,125.0,108.66666666666667,24.090108620206205
H2AFY,81.5,95.0,116.0,97.5,17.38533865071371
H2AFY2,,,103.0,103.0,
H2AFZ,75.0,98.0,118.0,97.0,21.517434791350013
H3F3AP4,72.5,94.0,75.0,80.5,11.757976016304847
H3F3B,87.0,99.0,115.0,100.33333333333333,14.047538337136986
HACD1,71.0,,,71.0,
HACD2,,,160.5,160.5,
HACD3,79.0,111.0,111.5,100.5,18.621224449536072
HACL1,68.5,89.0,121.0,92.83333333333333,26.459087915748974
HADH,90.0,130.0,108.5,109.5,20.0187412191676
HADHA,78.0,92.0,102.0,90.66666666666667,12.055427546683417
HADHB,85.0,106.0,139.0,110.0,27.2213151776324
HAGH,100.5,,,100.5,
HAGHL,56.0,,,56.0,
HAPLN1,,,95.5,95.5,
HARS,92.0,120.0,125.5,112.5,17.96524422322168
HAS2,,,108.0,108.0,
HAT1,80.5,112.5,120.0,104.33333333333333,20.978163249754097
HAUS1,83.0,119.0,92.0,98.0,18.734993995195193
HAUS2,81.5,,,81.5,
HAUS6,,,222.0,222.0,
HAUS8,96.5,,107.5,102.0,7.7781745930520225
HAX1,83.0,86.5,119.0,96.16666666666667,19.851532266637086
HBE1,,,85.0,85.0,
HBG2,,,131.0,131.0,
HBP1,95.0,,100.0,97.5,3.5355339059327378
HBS1L,,121.0,168.0,144.5,33.23401871576773
HCCS,92.0,,,92.0,
HCFC1,173.0,,216.0,194.5,30.405591591021544
HCG18,125.5,,,125.5,
HCP5,106.0,,,106.0,
HDAC1,104.0,109.0,137.0,116.66666666666667,17.7857620959388
HDAC2,81.0,112.0,110.0,101.0,17.349351572897472
HDAC3,93.0,92.0,105.0,96.66666666666667,7.234178138070235
HDAC6,167.0,,182.0,174.5,10.606601717798213
HDAC7,117.0,,,117.0,
HDAC8,96.0,,,96.0,
HDDC2,70.0,105.0,94.5,89.83333333333333,17.960605038064095
HDDC3,89.0,90.0,,89.5,0.7071067811865476
HDGF,91.5,,100.0,95.75,6.010407640085654
HDHD3,92.0,,,92.0,
HDLBP,79.0,114.0,106.0,99.66666666666667,18.339392937971894
HEBP1,80.0,,,80.0,
HECTD1,,,149.5,149.5,
HECTD3,133.0,,,133.0,
HECTD4,,,251.0,251.0,
HELLS,,197.0,223.0,210.0,18.384776310850235
HELZ,,,250.0,250.0,
HEMK1,84.0,,62.0,73.0,15.556349186104045
HENMT1,101.0,,,101.0,
HEPH,,146.5,135.0,140.75,8.131727983645296
HERC1,,,235.5,235.5,
HERC2,,,232.0,232.0,
HERC2P2,,,275.0,275.0,
HERC4,77.0,,,77.0,
HERPUD1,103.5,139.0,132.5,125.0,18.9010581714358
HES4,99.0,,,99.0,
HEXB,77.5,140.0,133.5,117.0,34.36204301260331
HEY1,106.0,,,106.0,
HGD,,,136.0,136.0,
HHLA3,112.0,,,112.0,
HIBADH,89.0,155.0,134.0,126.0,33.71943060017473
HIBCH,,116.0,97.0,106.5,13.435028842544403
HIF1A,99.5,113.5,122.0,111.66666666666667,11.361484644769508
HIF1AN,173.0,,165.0,169.0,5.656854249492381
HIGD2A,81.5,148.0,98.0,109.16666666666667,34.627782680000365
HINFP,91.0,125.5,143.5,120.0,26.6786431439082
HINT1,78.0,102.0,101.0,93.66666666666667,13.576941236277534
HINT2,78.5,,,78.5,
HIP1,,,142.0,142.0,
HIPK1,,,155.0,155.0,
HIPK2,,,104.5,104.5,
HIPK3,,,168.0,168.0,
HIRIP3,103.0,,108.0,105.5,3.5355339059327378
HIST1H1C,69.0,,,69.0,
HIST1H2AC,72.0,,139.0,105.5,47.37615433949868
HIST1H2BK,95.0,,,95.0,
HJURP,,114.0,164.5,139.25,35.70889244992065
HK1,76.0,113.0,,94.5,26.16295090390226
HK2,138.0,,,138.0,
HKR1,91.0,100.0,171.0,120.66666666666667,43.82160806421112
HLA-A,100.0,107.0,110.0,105.66666666666667,5.131601439446884
HLA-B,89.0,,,89.0,
HLA-C,107.0,89.5,,98.25,12.374368670764582
HLA-DPB1,,96.0,,96.0,
HLA-DPB2,,97.0,,97.0,
HLA-DQB1,,106.0,,106.0,
HLA-E,83.0,101.5,117.0,100.5,17.022044530549202
HLTF,,,217.0,217.0,
HM13,92.0,,169.0,130.5,54.44722215136416
HMBS,73.0,105.5,186.0,121.5,58.1743070435738
HMCES,74.0,129.0,97.0,100.0,27.622454633866266
HMCN1,,,148.0,148.0,
HMG20A,124.0,155.0,127.0,135.33333333333334,17.09775813764288
HMG20B,89.0,,,89.0,
HMGA1,93.0,117.0,,105.0,16.97056274847714
HMGA2,,137.0,126.0,131.5,7.7781745930520225
HMGB1,66.5,99.0,105.0,90.16666666666667,20.714326765148158
HMGB1P5,71.0,99.5,123.0,97.83333333333333,26.040033282108787
HMGB2,100.0,110.5,127.0,112.5,13.6106575888162
HMGB3,85.0,105.5,115.0,101.83333333333333,15.332427509475899
HMGCL,90.0,94.0,124.0,102.66666666666667,18.58314648635514
HMGCR,,121.0,151.0,136.0,21.213203435596427
HMGCS1,,110.5,196.0,153.25,60.45762979144981
HMGCS2,,,123.5,123.5,
HMGN1,86.0,133.5,140.0,119.83333333333333,29.480219356940566
HMGN2,101.0,113.0,137.0,117.0,18.33030277982336
HMGN2P3,80.0,118.0,117.5,105.16666666666667,21.796406431642197
HMGN2P5,75.0,99.0,121.0,98.33333333333333,23.00724523564986
HMGN3,90.0,114.0,212.5,138.83333333333334,64.91597132704196
HMGN4,71.0,113.0,111.5,98.5,23.82750511488771
HMGXB4,,,187.0,187.0,
HMMR,,109.5,117.0,113.25,5.303300858899107
HMOX1,82.0,,,82.0,
HMOX2,101.0,121.0,124.0,115.33333333333333,12.503332889007368
HN1,101.5,88.5,114.5,101.5,13.0
HN1L,76.0,131.0,93.0,100.0,28.160255680657446
HNMT,82.5,,,82.5,
HNRNPA0,103.0,,124.0,113.5,14.849242404917497
HNRNPA1,68.0,84.0,81.0,77.66666666666667,8.504900548115383
HNRNPA1P48,65.0,80.0,74.5,73.16666666666667,7.588368291888141
HNRNPA1P7,73.0,92.5,86.0,83.83333333333333,9.928914005737655
HNRNPA2B1,73.0,94.0,164.0,110.33333333333333,47.648014998878324
HNRNPA3,93.0,138.0,153.0,128.0,31.22498999199199
HNRNPAB,94.5,118.0,124.0,112.16666666666667,15.591129956912466
HNRNPC,80.0,95.5,99.0,91.5,10.111874208078342
HNRNPCP2,64.0,,92.0,78.0,19.79898987322333
HNRNPD,100.0,106.0,209.0,138.33333333333334,61.27261487266015
HNRNPDL,95.0,162.0,183.0,146.66666666666666,45.96012764705221
HNRNPF,75.0,110.0,95.0,93.33333333333333,17.559422921421234
HNRNPH1,119.0,174.0,233.0,175.33333333333334,57.01169470672954
HNRNPH2,,,165.0,165.0,
HNRNPH3,86.0,129.0,175.0,130.0,44.50842616853577
HNRNPK,98.0,122.5,122.0,114.16666666666667,14.002975874196647
HNRNPLL,34.0,,162.0,98.0,90.50966799187809
HNRNPM,85.5,,215.0,150.25,91.5703281636579
HNRNPR,87.0,98.0,129.0,104.66666666666667,21.77919496522618
HNRNPU,112.0,,122.0,117.0,7.0710678118654755
HNRNPU-AS1,,,299.0,299.0,
HOOK3,,,212.0,212.0,
HOPX,,,105.0,105.0,
HOXB3,,,215.0,215.0,
HOXB7,82.0,,,82.0,
HP,,,113.0,113.0,
HP1BP3,93.0,209.0,207.5,169.83333333333334,66.54384519497903
HPCAL1,96.5,,,96.5,
HPDL,109.0,,,109.0,
HPRT1,76.0,,147.0,111.5,50.204581464244875
HPS1,84.5,121.5,141.0,115.66666666666667,28.698141635536842
HPS3,,,131.5,131.5,
HPX,,,108.0,108.0,
HRSP12,,,165.0,165.0,
HS1BP3,88.0,,,88.0,
HSBP1,82.5,104.0,112.0,99.5,15.256146302392358
HSBP1L1,75.0,,,75.0,
HSCB,52.5,151.0,177.0,126.83333333333333,65.67406895673004
HSD17B10,63.5,80.0,59.0,67.5,11.05667219374799
HSD17B12,,117.5,121.0,119.25,2.4748737341529163
HSD17B2,,,104.0,104.0,
HSD17B4,88.5,115.0,140.0,114.5,25.753640519351823
HSD17B7,66.5,95.0,195.0,118.83333333333333,67.48394870881026
HSD17B8,86.0,,,86.0,
HSD3B7,106.0,,,106.0,
HSDL1,,,139.0,139.0,
HSDL2,61.5,,127.0,94.25,46.31549416771886
HSF2,,,130.5,130.5,
HSP90AA1,72.0,111.5,117.0,100.16666666666667,24.54757286033251
HSP90AB1,90.5,107.0,97.0,98.16666666666667,8.311638426527788
HSP90B1,77.0,122.0,135.0,111.33333333333333,30.43572462310259
HSPA13,,,136.0,136.0,
HSPA14,100.0,98.5,155.0,117.83333333333333,32.19601424607297
HSPA1A,104.0,,,104.0,
HSPA2,,103.5,,103.5,
HSPA4,78.0,97.0,128.5,101.16666666666667,25.50653511030719
HSPA5,100.0,115.5,122.0,112.5,11.302654555457314
HSPA8,80.0,92.0,100.5,90.83333333333333,10.29967637032025
HSPA9,94.0,120.0,137.5,117.16666666666667,21.88797234403711
HSPB1,113.0,127.5,125.0,121.83333333333333,7.75134396948899
HSPB11,56.5,,183.0,119.75,89.44900782009826
HSPB8,96.0,,,96.0,
HSPBAP1,77.0,,,77.0,
HSPBP1,73.0,,,73.0,
HSPD1,71.0,89.0,92.5,84.16666666666667,11.536174987114807
HSPH1,,90.0,101.0,95.5,7.7781745930520225
HTATIP2,65.0,97.0,,81.0,22.627416997969522
HTATSF1,,,124.5,124.5,
HTR3A,86.0,,,86.0,
HTRA2,79.5,,,79.5,
HTT,,,193.5,193.5,
HUNK,,,107.0,107.0,
HUWE1,82.0,185.0,162.0,143.0,54.064775963653084
HYAL1,101.0,,,101.0,
HYI,117.0,,,117.0,
HYKK,95.0,,,95.0,
IAH1,80.5,,85.0,82.75,3.181980515339464
IARS,90.0,91.0,137.0,106.0,26.851443164195103
IARS2,86.0,109.0,121.0,105.33333333333333,17.7857620959388
IBTK,,,197.5,197.5,
ICA1,,77.0,,77.0,
ICAM1,117.0,,,117.0,
ICAM3,60.0,,,60.0,
ICE1,,,198.0,198.0,
ICE2,,,91.0,91.0,
ICK,,,121.0,121.0,
ICMT,70.0,114.0,,92.0,31.11269837220809
ICT1,74.5,,,74.5,
ID1,103.0,,,103.0,
ID2,97.0,114.0,139.5,116.83333333333333,21.391197566600457
ID3,105.0,,173.0,139.0,48.08326112068523
IDE,,,153.5,153.5,
IDH1,82.5,96.5,115.0,98.0,16.301840386901105
IDH2,55.0,,85.0,70.0,21.213203435596427
IDH3A,87.0,120.0,125.0,110.66666666666667,20.64784088793144
IDH3B,79.0,105.5,111.0,98.5,17.109938632268673
IDH3G,97.5,117.0,137.5,117.33333333333333,20.00208322483769
IDI1,70.0,115.0,134.0,106.33333333333333,32.86842456421259
IDNK,71.5,,,71.5,
IDO1,,117.0,,117.0,
IDS,,,217.0,217.0,
IER2,117.0,,,117.0,
IER3,116.0,,,116.0,
IER3IP1,,,135.0,135.0,
IFI27L1,107.0,,,107.0,
IFI27L2,68.0,,134.0,101.0,46.66904755831214
IFI35,80.0,,,80.0,
IFI6,101.5,,,101.5,
IFIT1,,,94.0,94.0,
IFITM2,99.0,132.0,115.0,115.33333333333333,16.502525059315417
IFITM3,102.0,135.0,123.0,120.0,16.703293088490067
IFNAR1,,103.0,81.0,92.0,15.556349186104045
IFNGR1,94.0,106.0,128.0,109.33333333333333,17.243356208503418
IFNGR2,80.0,133.0,118.0,110.33333333333333,27.319101986217138
IFRD1,86.0,,173.0,129.5,61.518289963229634
IFRD2,89.0,152.0,107.0,116.0,32.449961479175904
IFT20,78.0,,115.0,96.5,26.16295090390226
IFT22,75.0,,129.0,102.0,38.18376618407357
IFT43,78.5,,134.0,106.25,39.244426355853385
IFT46,63.0,135.0,99.0,99.0,36.0
IFT52,88.0,101.0,82.0,90.33333333333333,9.71253485622231
IFT57,,,123.0,123.0,
